accession,serotype,year,year_basis,collection_date,first_public,host,strain,isolate,base_count,study_accession,source
PX480281,DENV-1,2019,collected,2019-08-01,2026-01-01,Homo sapiens,,D19-1995,10735,,ENA portal API
PX480282,DENV-1,2019,collected,2019-08-13,2026-01-01,Homo sapiens,,D19-2051,10735,,ENA portal API
PX480283,DENV-1,2019,collected,2019-08-19,2026-01-01,Homo sapiens,,D19-2056,10735,,ENA portal API
PX480284,DENV-1,2019,collected,2019-08-10,2026-01-01,Homo sapiens,,D19-2088,10735,,ENA portal API
PX480285,DENV-1,2019,collected,2019-08-28,2026-01-01,Homo sapiens,,D19-2141,10735,,ENA portal API
PX480286,DENV-1,2019,collected,2019-09-02,2026-01-01,Homo sapiens,,D19-2147,10735,,ENA portal API
PX480287,DENV-1,2019,collected,2019-09-10,2026-01-01,Homo sapiens,,D19-2197,10735,,ENA portal API
PX480288,DENV-1,2019,collected,2019-09-08,2026-01-01,Homo sapiens,,D19-2202,10735,,ENA portal API
PX480289,DENV-1,2019,collected,2019-08-23,2026-01-01,Homo sapiens,,D19-2205,10735,,ENA portal API
PX480290,DENV-1,2019,collected,2019-09-14,2026-01-01,Homo sapiens,,D19-2251,10735,,ENA portal API
PX480291,DENV-1,2019,collected,2019-10-01,2026-01-01,Homo sapiens,,D19-2373,10735,,ENA portal API
PX480292,DENV-1,2019,collected,2019-10-08,2026-01-01,Homo sapiens,,D19-2407,10735,,ENA portal API
PX480293,DENV-1,2019,collected,2019-10-21,2026-01-01,Homo sapiens,,D19-2489,10735,,ENA portal API
PX480294,DENV-1,2019,collected,2019-11-19,2026-01-01,Homo sapiens,,D19-2607,10735,,ENA portal API
PX480295,DENV-1,2019,collected,2019-12-14,2026-01-01,Homo sapiens,,D19-2715,10735,,ENA portal API
PX480296,DENV-1,2019,collected,2019-08-09,2026-01-01,Homo sapiens,,D19-2830,10735,,ENA portal API
PX480313,DENV-2,2019,collected,2019-05-30,2026-01-01,Homo sapiens,,D19-1325,10723,,ENA portal API
PX480314,DENV-2,2019,collected,2019-06-07,2026-01-01,Homo sapiens,,D19-1472,10723,,ENA portal API
PX480315,DENV-2,2019,collected,2019-07-03,2026-01-01,Homo sapiens,,D19-1559,10723,,ENA portal API
PX480316,DENV-2,2019,collected,2019-06-22,2026-01-01,Homo sapiens,,D19-1576,10723,,ENA portal API
PX480317,DENV-2,2019,collected,2019-07-05,2026-01-01,Homo sapiens,,D19-1678,10723,,ENA portal API
PX480318,DENV-2,2019,collected,2019-07-04,2026-01-01,Homo sapiens,,D19-1820,10723,,ENA portal API
PX480319,DENV-2,2019,collected,2019-08-18,2026-01-01,Homo sapiens,,D19-2044,10723,,ENA portal API
PX480320,DENV-2,2019,collected,2019-08-15,2026-01-01,Homo sapiens,,D19-2061,10723,,ENA portal API
PX480321,DENV-2,2019,collected,2019-08-28,2026-01-01,Homo sapiens,,D19-2249,10723,,ENA portal API
PX480322,DENV-2,2019,collected,2019-09-22,2026-01-01,Homo sapiens,,D19-2324,10723,,ENA portal API
PX480323,DENV-2,2019,collected,2019-10-02,2026-01-01,Homo sapiens,,D19-2445,10723,,ENA portal API
PX480324,DENV-2,2019,collected,2019-10-06,2026-01-01,Homo sapiens,,D19-2446,10723,,ENA portal API
PX480325,DENV-2,2019,collected,2019-11-03,2026-01-01,Homo sapiens,,D19-2535,10723,,ENA portal API
PX480326,DENV-2,2019,collected,2019-10-17,2026-01-01,Homo sapiens,,D19-2563,10723,,ENA portal API
PX480327,DENV-2,2019,collected,2019-11-18,2026-01-01,Homo sapiens,,D19-2610,10723,,ENA portal API
PX480328,DENV-2,2019,collected,2019-11-17,2026-01-01,Homo sapiens,,D19-2620,10723,,ENA portal API
PX480329,DENV-2,2019,collected,2019-11-22,2026-01-01,Homo sapiens,,D19-2668,10723,,ENA portal API
PX480330,DENV-2,2019,collected,2019-12-01,2026-01-01,Homo sapiens,,D19-2681,10723,,ENA portal API
PX480392,DENV-3,2019,collected,2019-01-08,2026-01-01,Homo sapiens,,D19-0113,10707,,ENA portal API
PX480393,DENV-3,2019,collected,2019-01-03,2026-01-01,Homo sapiens,,D19-0140,10707,,ENA portal API
PX480394,DENV-3,2019,collected,2019-01-04,2026-01-01,Homo sapiens,,D19-0141,10707,,ENA portal API
PX480395,DENV-3,2019,collected,2019-01-04,2026-01-01,Homo sapiens,,D19-0142,10707,,ENA portal API
PX480397,DENV-3,2019,collected,2019-01-16,2026-01-01,Homo sapiens,,D19-0337,10707,,ENA portal API
PX480399,DENV-3,2019,collected,2019-01-29,2026-01-01,Homo sapiens,,D19-0558,10707,,ENA portal API
PX480400,DENV-3,2019,collected,2019-01-29,2026-01-01,Homo sapiens,,D19-0559,10707,,ENA portal API
PX480401,DENV-3,2019,collected,2019-04-26,2026-01-01,Homo sapiens,,D19-1094,10707,,ENA portal API
PX480402,DENV-3,2019,collected,2019-04-17,2026-01-01,Homo sapiens,,D19-1103,10707,,ENA portal API
PX480403,DENV-3,2019,collected,2019-05-24,2026-01-01,Homo sapiens,,D19-1287,10707,,ENA portal API
PX480404,DENV-3,2019,collected,2019-06-18,2026-01-01,Homo sapiens,,D19-1530,10707,,ENA portal API
PX480405,DENV-3,2019,collected,2019-07-02,2026-01-01,Homo sapiens,,D19-1831,10707,,ENA portal API
PX480406,DENV-3,2019,collected,2019-07-03,2026-01-01,Homo sapiens,,D19-1861,10707,,ENA portal API
PX480407,DENV-3,2019,collected,2019-07-10,2026-01-01,Homo sapiens,,D19-1871,10707,,ENA portal API
PX480408,DENV-3,2019,collected,2019-07-08,2026-01-01,Homo sapiens,,D19-1896,10707,,ENA portal API
PX480409,DENV-3,2019,collected,2019-07-08,2026-01-01,Homo sapiens,,D19-1897,10707,,ENA portal API
PX480410,DENV-3,2019,collected,2019-07-14,2026-01-01,Homo sapiens,,D19-1898,10707,,ENA portal API
PX480411,DENV-3,2019,collected,2019-07-09,2026-01-01,Homo sapiens,,D19-1950,10707,,ENA portal API
PX480412,DENV-3,2019,collected,2019-07-11,2026-01-01,Homo sapiens,,D19-1951,10707,,ENA portal API
PX480413,DENV-3,2019,collected,2019-07-28,2026-01-01,Homo sapiens,,D19-1963,10707,,ENA portal API
PX480414,DENV-3,2019,collected,2019-07-29,2026-01-01,Homo sapiens,,D19-1964,10707,,ENA portal API
PX480415,DENV-3,2019,collected,2019-07-30,2026-01-01,Homo sapiens,,D19-1974,10707,,ENA portal API
PX480416,DENV-3,2019,collected,2019-08-04,2026-01-01,Homo sapiens,,D19-1983,10707,,ENA portal API
PX480417,DENV-3,2019,collected,2019-08-04,2026-01-01,Homo sapiens,,D19-1990,10707,,ENA portal API
PX480418,DENV-3,2019,collected,2019-08-01,2026-01-01,Homo sapiens,,D19-2035,10707,,ENA portal API
PX480419,DENV-3,2019,collected,2019-08-05,2026-01-01,Homo sapiens,,D19-2037,10707,,ENA portal API
PX480420,DENV-3,2019,collected,2019-08-17,2026-01-01,Homo sapiens,,D19-2042,10707,,ENA portal API
PX480421,DENV-3,2019,collected,2019-08-14,2026-01-01,Homo sapiens,,D19-2053,10707,,ENA portal API
PX480422,DENV-3,2019,collected,2019-08-18,2026-01-01,Homo sapiens,,D19-2055,10707,,ENA portal API
PX480423,DENV-3,2019,collected,2019-08-20,2026-01-01,Homo sapiens,,D19-2082,10707,,ENA portal API
PX480424,DENV-3,2019,collected,2019-08-06,2026-01-01,Homo sapiens,,D19-2115,10707,,ENA portal API
PX480425,DENV-3,2019,collected,2019-09-04,2026-01-01,Homo sapiens,,D19-2134,10707,,ENA portal API
PX480426,DENV-3,2019,collected,2019-09-02,2026-01-01,Homo sapiens,,D19-2136,10707,,ENA portal API
PX480427,DENV-3,2019,collected,2019-09-01,2026-01-01,Homo sapiens,,D19-2149,10707,,ENA portal API
PX480428,DENV-3,2019,collected,2019-08-10,2026-01-01,Homo sapiens,,D19-2179,10707,,ENA portal API
PX480429,DENV-3,2019,collected,2019-08-22,2026-01-01,Homo sapiens,,D19-2204,10707,,ENA portal API
PX480430,DENV-3,2019,collected,2019-09-11,2026-01-01,Homo sapiens,,D19-2221,10707,,ENA portal API
PX480431,DENV-3,2019,collected,2019-09-08,2026-01-01,Homo sapiens,,D19-2240,10707,,ENA portal API
PX480432,DENV-3,2019,collected,2019-10-23,2026-01-01,Homo sapiens,,D19-2479,10707,,ENA portal API
PX480443,DENV-4,2019,collected,2019-05-17,2026-01-01,Homo sapiens,,D19-1286,10649,,ENA portal API
PX480444,DENV-4,2019,collected,2019-07-02,2026-01-01,Homo sapiens,,D19-1649,10649,,ENA portal API
PX480445,DENV-4,2019,collected,2019-08-29,2026-01-01,Homo sapiens,,D19-2229,10649,,ENA portal API
PX480446,DENV-4,2019,collected,2019-10-31,2026-01-01,Homo sapiens,,D20-0040,10649,,ENA portal API
PX480297,DENV-1,2020,collected,2020-02-04,2026-01-01,Homo sapiens,,D20-0106,10735,,ENA portal API
PX480298,DENV-1,2020,collected,2020-02-05,2026-01-01,Homo sapiens,,D20-0130,10735,,ENA portal API
PX480433,DENV-3,2020,collected,2020-01-18,2026-01-01,Homo sapiens,,D20-0127,10707,,ENA portal API
PX480434,DENV-3,2020,collected,2020-01-22,2026-01-01,Homo sapiens,,D20-0128,10707,,ENA portal API
PX480435,DENV-3,2020,collected,2020-03-01,2026-01-01,Homo sapiens,,D20-0183,10707,,ENA portal API
PX480447,DENV-4,2020,collected,2020-07-28,2026-01-01,Homo sapiens,,D20-0259,10649,,ENA portal API
MZ505614,DENV-4,2021,published,25-Aug-2015,2021-07-18,Homo sapiens,,HCBD497,1485,,ENA portal API
MZ505716,DENV-3,2021,published,04-Jun-2018,2021-07-18,Homo sapiens,,HCBD3385,1479,,ENA portal API
MZ505717,DENV-3,2021,published,04-Jun-2018,2021-07-18,Homo sapiens,,HCBD3386,1479,,ENA portal API
MZ505719,DENV-3,2021,published,07-Oct-2018,2021-07-18,Homo sapiens,,HCBD3500,1479,,ENA portal API
MZ505720,DENV-3,2021,published,24-Dec-2018,2021-07-18,Homo sapiens,,HCBD3575,1479,,ENA portal API
MZ520686,DENV-1,2021,published,31-Jan-2018,2021-07-18,Homo sapiens,,HCBD1382,399,,ENA portal API
MZ520695,DENV-1,2021,published,12-Oct-2018,2021-07-18,Homo sapiens,,HCBD1469,407,,ENA portal API
MZ520698,DENV-1,2021,published,26-Oct-2018,2021-07-18,Homo sapiens,,HCBD1497,378,,ENA portal API
MZ520917,DENV-2,2021,published,14-Nov-2014,2021-07-18,Homo sapiens,,HCBD239,1397,,ENA portal API
MZ520918,DENV-2,2021,published,14-Nov-2014,2021-07-18,Homo sapiens,,HCBD240,1470,,ENA portal API
MZ520919,DENV-2,2021,published,07-Sep-2015,2021-07-18,Homo sapiens,,HCBD241,1396,,ENA portal API
PX480299,DENV-1,2021,collected,2021-02-09,2026-01-01,Homo sapiens,,D21-0358,10735,,ENA portal API
PX480300,DENV-1,2021,collected,2021-12-05,2026-01-01,Homo sapiens,,D21-0506,10735,,ENA portal API
PX480331,DENV-2,2021,collected,2021-07-17,2026-01-01,Homo sapiens,,D21-0290,10723,,ENA portal API
PX480436,DENV-3,2021,collected,2021-01-18,2026-01-01,Homo sapiens,,D21-0005,10707,,ENA portal API
OK605760,DENV-2,2022,published,1988,2022-01-06,Homo sapiens,,DENV2-4_PH_H023-88,10722,,ENA portal API
ON885253,DENV-2,2022,published,02-Jul-2019,2022-07-08,Homo sapiens,,19XN16107_D2_PHL,10582,,ENA portal API
ON907581,DENV-2,2022,published,02-Jul-2019,2022-07-08,Homo sapiens,,19XN16107_D2_PHL,10582,,ENA portal API
ON908216,DENV-1,2022,published,26-Aug-2019,2022-07-08,Homo sapiens,,19XN21528_D1,10486,,ENA portal API
ON908221,DENV-2,2022,published,02-Jul-2019,2022-07-08,Homo sapiens,,19XN16107,10478,,ENA portal API
OQ579176,DENV-1,2023,published,Jan-2016,2023-06-14,Homo sapiens,,257/D1/2016,1485,,ENA portal API
OQ579177,DENV-1,2023,published,Jan-2016,2023-06-14,Homo sapiens,,260/D1/2016,1485,,ENA portal API
OQ579178,DENV-1,2023,published,Jan-2016,2023-06-14,Homo sapiens,,296/D1/2016,1485,,ENA portal API
OQ579179,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,431/D1/2016,1485,,ENA portal API
OQ579180,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,433/D1/2016,1485,,ENA portal API
OQ579181,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,719/D1/2016,1485,,ENA portal API
OQ579182,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,752/D1/2016,1485,,ENA portal API
OQ579183,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,753/D1/2016,1485,,ENA portal API
OQ579184,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,516/D1/2016,1485,,ENA portal API
OQ579185,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,610/D1/2016,1485,,ENA portal API
OQ579186,DENV-1,2023,published,Feb-2016,2023-06-14,Homo sapiens,,733/D1/2016,1485,,ENA portal API
OQ579187,DENV-1,2023,published,Mar-2016,2023-06-14,Homo sapiens,,794/D1/2016,1485,,ENA portal API
OQ579188,DENV-1,2023,published,Mar-2016,2023-06-14,Homo sapiens,,874/D1/2016,1485,,ENA portal API
OQ579189,DENV-1,2023,published,Mar-2016,2023-06-14,Homo sapiens,,907/D1/2016,1485,,ENA portal API
OQ579190,DENV-1,2023,published,Apr-2016,2023-06-14,Homo sapiens,,1194/D1/2016,1485,,ENA portal API
OQ579191,DENV-1,2023,published,Jun-2015,2023-06-14,Homo sapiens,,1158/D1/2015,1485,,ENA portal API
OQ579192,DENV-1,2023,published,Jun-2015,2023-06-14,Homo sapiens,,1335/D1/2015,1485,,ENA portal API
OQ579193,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1504/D1/2015,1485,,ENA portal API
OQ579194,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1509/D1/2015,1485,,ENA portal API
OQ579195,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1848/D1/2015,1485,,ENA portal API
OQ579196,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1865/D1/2015,1485,,ENA portal API
OQ579197,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1869/D1/2015,1485,,ENA portal API
OQ579198,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1870/D1/2015,1485,,ENA portal API
OQ579199,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1871/D1/2015,1485,,ENA portal API
OQ579200,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1877/D1/2015,1485,,ENA portal API
OQ579201,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1909/D1/2015,1485,,ENA portal API
OQ579202,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1922/D1/2015,1485,,ENA portal API
OQ579203,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1926/D1/2015,1485,,ENA portal API
OQ579204,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1927/D1/2015,1485,,ENA portal API
OQ579205,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1932/D1/2015,1485,,ENA portal API
OQ579206,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,1784/D1/2016,1485,,ENA portal API
OQ579207,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,1787/D1/2016,1485,,ENA portal API
OQ579208,DENV-1,2023,published,May-2016,2023-06-14,Homo sapiens,,1482/D1/2016,1485,,ENA portal API
OQ579209,DENV-1,2023,published,May-2016,2023-06-14,Homo sapiens,,1513/D1/2016,1485,,ENA portal API
OQ579210,DENV-1,2023,published,May-2016,2023-06-14,Homo sapiens,,1596/D1/2016,1485,,ENA portal API
OQ579211,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1570/D1/2015,1485,,ENA portal API
OQ579212,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1629/D1/2015,1485,,ENA portal API
OQ579213,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1640/D1/2015,1485,,ENA portal API
OQ579214,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1671/D1/2015,1485,,ENA portal API
OQ579215,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1672/D1/2015,1485,,ENA portal API
OQ579216,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1816/D1/2015,1485,,ENA portal API
OQ579217,DENV-1,2023,published,Jul-2015,2023-06-14,Homo sapiens,,1822/D1/2015,1485,,ENA portal API
OQ579218,DENV-1,2023,published,Aug-2015,2023-06-14,Homo sapiens,,2509/D1/2015,1485,,ENA portal API
OQ579219,DENV-1,2023,published,Aug-2015,2023-06-14,Homo sapiens,,2520/D1/2015,1485,,ENA portal API
OQ579220,DENV-1,2023,published,Aug-2015,2023-06-14,Homo sapiens,,2557/D1/2015,1485,,ENA portal API
OQ579221,DENV-1,2023,published,Aug-2015,2023-06-14,Homo sapiens,,2576/D1/2015,1485,,ENA portal API
OQ579222,DENV-1,2023,published,Aug-2015,2023-06-14,Homo sapiens,,2595/D1/2015,1485,,ENA portal API
OQ579223,DENV-1,2023,published,Sep-2015,2023-06-14,Homo sapiens,,3228/D1/2015,1485,,ENA portal API
OQ579224,DENV-1,2023,published,Sep-2015,2023-06-14,Homo sapiens,,3732/D1/2015,1485,,ENA portal API
OQ579225,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,1914/D1/2016,1485,,ENA portal API
OQ579226,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,1958/D1/2016,1485,,ENA portal API
OQ579227,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,1961/D1/2016,1485,,ENA portal API
OQ579228,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,2045/D1/2016,1485,,ENA portal API
OQ579229,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,2046/D1/2016,1485,,ENA portal API
OQ579230,DENV-1,2023,published,Jun-2016,2023-06-14,Homo sapiens,,2047/D1/2016,1485,,ENA portal API
OQ579231,DENV-1,2023,published,Jan-2015,2023-06-14,Homo sapiens,,365/D1/2015,1485,,ENA portal API
OQ579232,DENV-1,2023,published,Feb-2015,2023-06-14,Homo sapiens,,619/D1/2015,1485,,ENA portal API
OQ579233,DENV-1,2023,published,Sep-2015,2023-06-14,Homo sapiens,,4018/D1/2015,1485,,ENA portal API
OQ579234,DENV-1,2023,published,Sep-2015,2023-06-14,Homo sapiens,,4162/D1/2015,1485,,ENA portal API
OQ579235,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,4410/D1/2015,1485,,ENA portal API
OQ579236,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,4488/D1/2015,1485,,ENA portal API
OQ579237,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,4502/D1/2015,1485,,ENA portal API
OQ579238,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,4765/D1/2015,1485,,ENA portal API
OQ579239,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,4963/D1/2015,1485,,ENA portal API
OQ579240,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5032/D1/2015,1485,,ENA portal API
OQ579241,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5168/D1/2015,1485,,ENA portal API
OQ579242,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5181/D1/2015,1485,,ENA portal API
OQ579243,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5190/D1/2015,1485,,ENA portal API
OQ579244,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5193/D1/2015,1485,,ENA portal API
OQ579245,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5261/D1/2015,1485,,ENA portal API
OQ579246,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5308/D1/2015,1485,,ENA portal API
OQ579247,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5384/D1/2015,1485,,ENA portal API
OQ579248,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5397/D1/2015,1485,,ENA portal API
OQ579249,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5438/D1/2015,1485,,ENA portal API
OQ579250,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5463/D1/2015,1485,,ENA portal API
OQ579251,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5812/D1/2015,1485,,ENA portal API
OQ579252,DENV-1,2023,published,Nov-2015,2023-06-14,Homo sapiens,,5835/D1/2015,1485,,ENA portal API
OQ579253,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6225/D1/2015,1485,,ENA portal API
OQ579254,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6306/D1/2015,1485,,ENA portal API
OQ579255,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6312/D1/2015,1485,,ENA portal API
OQ579256,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6553/D1/2015,1485,,ENA portal API
OQ579257,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6583/D1/2015,1485,,ENA portal API
OQ579258,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6595/D1/2015,1485,,ENA portal API
OQ579259,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6603/D1/2015,1485,,ENA portal API
OQ579260,DENV-1,2023,published,Dec-2015,2023-06-14,Homo sapiens,,6663/D1/2015,1485,,ENA portal API
OQ579261,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,19/D1/2017,1485,,ENA portal API
OQ579262,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,57/D1/2017,1485,,ENA portal API
OQ579263,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,143/D1/2017,1485,,ENA portal API
OQ579264,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,147/D1/2017,1485,,ENA portal API
OQ579265,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,307/D1/2017,1485,,ENA portal API
OQ579266,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,314/D1/2017,1485,,ENA portal API
OQ579267,DENV-1,2023,published,Jan-2017,2023-06-14,Homo sapiens,,389/D1/2017,1485,,ENA portal API
OQ579268,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,469/D1/2017,1485,,ENA portal API
OQ579269,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,488/D1/2017,1485,,ENA portal API
OQ579270,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,534/D1/2017,1485,,ENA portal API
OQ579271,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,598/D1/2017,1485,,ENA portal API
OQ579272,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,600/D1/2017,1485,,ENA portal API
OQ579273,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,601/D1/2017,1485,,ENA portal API
OQ579274,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,646/D1/2017,1485,,ENA portal API
OQ579275,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,649/D1/2017,1485,,ENA portal API
OQ579276,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,659/D1/2017,1485,,ENA portal API
OQ579277,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,667/D1/2017,1485,,ENA portal API
OQ579278,DENV-1,2023,published,Feb-2017,2023-06-14,Homo sapiens,,682/D1/2017,1485,,ENA portal API
OQ579279,DENV-1,2023,published,Mar-2017,2023-06-14,Homo sapiens,,740/D1/2017,1485,,ENA portal API
OQ579280,DENV-1,2023,published,Mar-2017,2023-06-14,Homo sapiens,,778/D1/2017,1485,,ENA portal API
OQ579281,DENV-1,2023,published,Mar-2017,2023-06-14,Homo sapiens,,795/D1/2017,1485,,ENA portal API
OQ579282,DENV-1,2023,published,Apr-2017,2023-06-14,Homo sapiens,,966/D1/2017,1485,,ENA portal API
OQ579283,DENV-1,2023,published,May-2017,2023-06-14,Homo sapiens,,1046/D1/2017,1485,,ENA portal API
OQ579284,DENV-1,2023,published,May-2017,2023-06-14,Homo sapiens,,1051/D1/2017,1485,,ENA portal API
OQ579285,DENV-1,2023,published,Feb-2015,2023-06-14,Homo sapiens,,621/D1/2015,1485,,ENA portal API
OQ579286,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5169/D1/2015,1485,,ENA portal API
OQ579287,DENV-1,2023,published,Jul-2016,2023-06-14,Homo sapiens,,2436/D1/2016,1485,,ENA portal API
OQ579288,DENV-1,2023,published,Oct-2016,2023-06-14,Homo sapiens,,4472/D1/2016,1485,,ENA portal API
OQ579289,DENV-1,2023,published,Oct-2016,2023-06-14,Homo sapiens,,4732/D1/2016,1485,,ENA portal API
OQ579290,DENV-1,2023,published,Nov-2016,2023-06-14,Homo sapiens,,5117/D1/2016,1485,,ENA portal API
OQ579291,DENV-1,2023,published,Nov-2016,2023-06-14,Homo sapiens,,5288/D1/2016,1485,,ENA portal API
OQ579292,DENV-1,2023,published,Nov-2016,2023-06-14,Homo sapiens,,5316/D1/2016,1485,,ENA portal API
OQ579293,DENV-1,2023,published,Oct-2015,2023-06-14,Homo sapiens,,5017/D1/2015,1485,,ENA portal API
OQ579294,DENV-2,2023,published,Jan-2016,2023-06-14,Serum,,152/D2/2016,1485,,ENA portal API
OQ579295,DENV-2,2023,published,Feb-2016,2023-06-14,Serum,,444/D2/2016,1485,,ENA portal API
OQ579296,DENV-2,2023,published,Feb-2016,2023-06-14,Serum,,600/D2/2016,1485,,ENA portal API
OQ579297,DENV-2,2023,published,Feb-2016,2023-06-14,Serum,,612/D2/2016,1485,,ENA portal API
OQ579298,DENV-2,2023,published,Mar-2016,2023-06-14,Serum,,924/D2/2016,1485,,ENA portal API
OQ579299,DENV-2,2023,published,Mar-2016,2023-06-14,Serum,,1066/D2/2016,1485,,ENA portal API
OQ579300,DENV-2,2023,published,Feb-2016,2023-06-14,Serum,,492/D2/2016,1485,,ENA portal API
OQ579301,DENV-2,2023,published,Feb-2016,2023-06-14,Serum,,734/D2/2016,1485,,ENA portal API
OQ579302,DENV-2,2023,published,Feb-2016,2023-06-14,Serum,,766/D2/2016,1485,,ENA portal API
OQ579303,DENV-2,2023,published,Jul-2015,2023-06-14,Serum,,2056/D2/2015,1485,,ENA portal API
OQ579304,DENV-2,2023,published,Jul-2015,2023-06-14,Serum,,2077/D2/2015,1485,,ENA portal API
OQ579305,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2234/D2/2015,1485,,ENA portal API
OQ579306,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2419/D2/2015,1485,,ENA portal API
OQ579307,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2430/D2/2015,1485,,ENA portal API
OQ579308,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2454/D2/2015,1485,,ENA portal API
OQ579309,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2492/D2/2015,1485,,ENA portal API
OQ579310,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2506/D2/2015,1485,,ENA portal API
OQ579311,DENV-2,2023,published,Aug-2015,2023-06-14,Serum,,2515/D2/2015,1485,,ENA portal API
