rank,forename,incidence,one_in_n,implied_population,gender,gender_pct,flag,source
765,Emely,23573,4497,106007781,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
766,Florida,23561,4499,106000939,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
767,Jennelyn,23462,4518,106001316,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
768,Gretchen,23458,4519,106006702,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
769,Adoracion,23451,4520,105998520,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
770,Elaine,23411,4528,106005008,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
771,Paulo,23404,4530,106020120,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
772,Salome,23320,4546,106012720,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
773,Marianne,23276,4554,105998904,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
774,Samson,23261,4557,106000377,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
775,Macario,23188,4572,106015536,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
776,Napoleon,23170,4575,106002750,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
777,Maxima,23162,4577,106012474,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
778,Janette,23145,4580,106004100,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
779,Katrina,23123,4585,106018955,Female,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
780,Sanny,23044,4600,106002400,Male,95,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
781,Analie,23014,4606,106002484,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
782,Lucena,23007,4608,106016256,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
783,Donald,22956,4618,106010808,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
784,Santos,22956,4618,106010808,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
785,Lino,22921,4625,106009625,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
786,Felicitas,22918,4626,106018668,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
787,Jacinto,22904,4628,105999712,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
788,Cindy,22850,4639,106001150,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
789,Kathleen,22824,4645,106017480,Female,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
790,Jonas,22821,4645,106003545,Male,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
791,Manny,22788,4652,106009776,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
792,Ibrahim,22781,4653,105999993,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
793,Amor,22718,4666,106002188,Female,75,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
794,Alice,22692,4672,106017024,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
795,Sofia,22652,4680,106011360,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
796,Mamerto,22642,4682,106009844,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
797,Lily,22613,4688,106009744,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
798,Severino,22584,4694,106009296,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
799,Annabel,22568,4697,106001896,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
800,Regine,22471,4718,106018178,Female,95,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
801,Janine,22449,4722,106004178,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
802,Camille,22405,4732,106020460,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
803,Junrey,22402,4732,106006264,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
804,Camilo,22352,4743,106015536,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
805,Alexis,22334,4747,106019498,Male,88,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
806,Nathaniel,22308,4752,106007616,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
807,Jeanette,22291,4756,106015996,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
808,Bernadeth,22282,4758,106017756,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
809,Claire,22240,4767,106018080,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
810,Eleanor,22231,4769,106019639,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
811,Rosanna,22227,4769,106000563,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
812,Herbert,22177,4780,106006060,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
813,Edmund,22172,4781,106004332,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
814,Hector,22135,4789,106004515,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
815,Bella,22129,4791,106020039,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
816,Froilan,22123,4792,106013416,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
817,Normina,22121,4792,106003832,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
818,Maureen,22097,4797,105999309,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
819,Genelyn,22091,4799,106014709,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
820,Eusebio,22014,4816,106019424,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
821,Charlene,22008,4817,106012536,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
822,Herminio,21982,4823,106019186,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
823,Carl,21971,4825,106010075,Male,97,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
824,Donato,21943,4831,106006633,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
825,Anastacia,21932,4834,106019288,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
826,Lemuel,21897,4841,106003377,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
827,Alfred,21890,4843,106013270,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
828,Tita,21821,4858,106006418,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
829,Walter,21820,4858,106001560,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
830,Benita,21814,4860,106016040,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
831,Richel,21798,4863,106003674,Female,86,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
832,Lenie,21772,4869,106007868,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
833,Carmencita,21760,4872,106014720,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
834,Carina,21737,4877,106011349,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
835,Genaro,21662,4894,106013828,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
836,Ponciano,21660,4894,106004040,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
837,Warren,21610,4906,106018660,Male,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
838,Aaron,21547,4920,106011240,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
839,Leonisa,21536,4922,106000192,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
840,Epifania,21533,4923,106006959,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
841,Desiree,21486,4934,106011924,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
842,Carol,21450,4942,106005900,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
843,Laila,21449,4942,106000958,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
844,Emelia,21372,4960,106005120,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
845,Anastacio,21358,4963,105999754,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
846,Sheena,21278,4982,106006996,Female,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
847,Abdullah,21262,4986,106012332,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
848,Leonilo,21262,4986,106012332,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
849,Angelie,21200,5000,106000000,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
850,Ivan,21150,5012,106003800,Male,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
851,Romualdo,21135,5016,106013160,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
852,Rowell,21123,5019,106016337,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
853,Aurea,21111,5022,106019442,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
854,Gilda,21053,5035,106001855,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
855,Rodelyn,21039,5039,106015521,Female,95,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
856,Lyn,21036,5039,106000404,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
857,Niña,21009,5046,106011414,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
858,Jade,20978,5053,106001834,Male,66,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
859,Gerlie,20892,5074,106006008,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
860,Alfie,20862,5081,105999822,Male,95,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
861,Iluminada,20860,5082,106010520,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
862,Lady,20836,5088,106013568,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
863,Rio,20805,5095,106001475,Male,60,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
864,Vicky,20804,5096,106017184,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
865,Carla,20793,5098,106002714,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
866,Leonor,20712,5118,106004016,Female,91,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
867,Rodulfo,20676,5127,106005852,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
868,Abner,20631,5138,106002078,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
869,Faustino,20561,5156,106012516,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
870,Nieves,20525,5165,106011625,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
871,Christina,20450,5184,106012800,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
872,Perfecto,20450,5184,106012800,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
873,Stephanie,20417,5192,106005064,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
874,Robin,20405,5195,106003975,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
875,Clarissa,20288,5225,106004800,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
876,Joemarie,20267,5231,106016677,Male,94,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
877,Lloyd,20267,5231,106016677,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
878,Theresa,20267,5231,106016677,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
879,Modesto,20229,5240,105999960,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
880,Eufemia,20163,5258,106017054,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
881,Anecito,20095,5275,106001125,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
882,Honey,20034,5291,105999894,Female,94,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
883,Apolonio,19992,5303,106017576,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
884,Francia,19952,5313,106004976,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
885,Pio,19946,5315,106012990,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
886,Ray,19934,5318,106009012,Male,96,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
887,Celestino,19929,5319,106002351,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
888,Emiliano,19896,5328,106005888,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
889,Agapito,19768,5363,106015784,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
890,Joebert,19694,5383,106012802,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
891,Consuelo,19649,5395,106006355,Female,97,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
892,Danica,19610,5406,106011660,Female,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
893,Angeles,19595,5410,106008950,Female,75,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
894,Cristita,19566,5418,106008588,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
895,Lani,19502,5436,106012872,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
896,Jerald,19486,5440,106003840,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
897,Esmeralda,19478,5443,106018754,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
898,Eleuterio,19429,5456,106004624,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
899,Felipa,19394,5466,106007604,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
900,Cresencio,19390,5467,106005130,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
901,Rina,19386,5468,106002648,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
902,Lauro,19363,5475,106012425,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
903,Teddy,19277,5499,106004223,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
904,Juvelyn,19251,5507,106015257,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
905,Jelly,19234,5512,106017808,Female,88,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
906,Anne,19194,5523,106008462,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
907,Socorro,19117,5545,106003765,Female,97,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
908,Roselle,19092,5553,106017876,Female,97,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
909,Paquito,19080,5556,106008480,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
910,Winnie,19077,5557,106010889,Female,76,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
911,Bartolome,19046,5566,106010036,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
912,Mateo,19029,5571,106010559,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
913,Isabelita,18990,5582,106002180,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
914,Simeon,18906,5607,106005942,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
915,Leoncio,18897,5610,106012170,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
916,Priscilla,18892,5611,106003012,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
917,Richie,18874,5617,106015258,Male,69,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
918,Eleonor,18872,5617,106004024,Female,97,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
919,Rolan,18846,5625,106008750,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
920,Adriano,18840,5627,106012680,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
921,Reynald,18788,5642,106001896,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
922,Herman,18784,5644,106016896,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
923,Cristopher,18738,5657,106000866,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
924,Ria,18729,5660,106006140,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
925,Ruperto,18649,5684,106000916,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
926,Alejandra,18640,5687,106005680,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
927,Genevieve,18573,5708,106014684,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
928,Rhoda,18571,5708,106003268,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
929,Remegio,18543,5717,106010331,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
930,Racquel,18520,5724,106008480,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
931,Paz,18500,5730,106005000,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
932,Adelfa,18416,5756,106002496,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
933,Shella,18400,5761,106002400,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
934,Venancio,18336,5781,106000416,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
935,Noraida,18322,5786,106011092,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
936,Baltazar,18287,5797,106009739,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
937,Luzminda,18280,5799,106005720,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
938,Lalaine,18252,5808,106007616,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
939,Generoso,18243,5811,106010073,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
940,Ritchel,18226,5816,106002416,Female,84,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
941,Luciano,18217,5819,106004723,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
942,Reggie,18126,5848,106000848,Male,83,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
943,Dioscoro,18114,5852,106003128,Male,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
944,Esther,18112,5853,106009536,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
945,Salve,18085,5862,106014270,Female,98,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
946,Hannah,18075,5865,106009875,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
947,Babylyn,18048,5874,106013952,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
948,Remy,18013,5885,106006505,Male,51,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
949,Esmael,18005,5888,106013440,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
950,Paterno,18002,5889,106013778,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
951,Edelyn,17996,5891,106014436,Female,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
952,Julieto,17975,5898,106016550,Male,99,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
953,Cyril,17939,5909,106001551,Male,62,ambiguous,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
954,Reynold,17919,5916,106008804,Male,100,,"Kaggle jorizivannvillanueva/most-popular-names-in-philippines-dataset (1,000 most common Philippine forenames)"
